timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-15,医療法人森本歯科医院,倉吉市明治町１０３１−２６,鳥取県倉吉市明治町1031-26,,2023年1月4日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1371,個人,理事長　森本英嗣,理事長　森本英嗣,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, 22. 訪問歯科衛生指導, 23. 歯科疾患在宅療養管理, 24. 在宅患者歯科治療時医療管理, 25. 在宅患者訪問口腔リハビリテーション指導管理, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, ]",1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団　山中歯科医院,倉吉市東巌城町１７０,鳥取県倉吉市東巌城町170,,2023年2月2日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1372,個人,山中　茂,山中　茂,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, ]","[2. 診療所との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,やまもと歯科医院,鳥取県倉吉市東町３５１−２,鳥取県倉吉市東町351-2,,2022年2月24日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1373,個人,山本　回,山本　回,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 多機能トイレの設置, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]",[],1|-|-,-|-|-,-|-|-,6|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人吉井歯科医院,倉吉市東巌城町１０１,鳥取県倉吉市東巌城町101,,2023年2月2日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1374,個人,医療法人　吉井歯科医院,吉井　義寿,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,くらしげ歯科クリニック,東伯郡湯梨浜町田後２２１−６,鳥取県東伯郡湯梨浜町大字田後221-6,,2023年2月19日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1375,個人,医療法人くらしげ歯科クリニック理事長倉繁雅弘,倉繁　雅弘,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,2.5|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,さくら歯科診療所,鳥取県東伯郡湯梨浜町泊１２５４−１,鳥取県東伯郡湯梨浜町大字泊1254-1,,2022年5月22日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1376,個人,後藤　康裕,後藤　康裕,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 多機能トイレの設置, ]",[],[],[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,あだち歯科医院,鳥取県東伯郡湯梨浜町中興寺３５８−１,鳥取県東伯郡湯梨浜町大字中興寺358-1,,2023年1月8日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1377,個人,南場　美弥,南場　美弥,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, 22. 訪問歯科衛生指導, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,音田歯科医院,東伯郡湯梨浜町旭７７−２,鳥取県東伯郡湯梨浜町大字旭77-2,,2023年1月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1378,個人,音田　貢,音田　貢,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 21. 歯科訪問診療, 22. 訪問歯科衛生指導, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,ヤチグチ歯科医院,鳥取県東伯郡三朝町大瀬１１９５−３,鳥取県東伯郡三朝町大字大瀬1195-3,,2023年1月31日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1379,個人,谷内口　良一,谷内口　良一,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,小川歯科医院,米子市両三柳４４８１−３,鳥取県米子市両三柳4481-3,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1380,個人,小川　隆嗣,小川　隆嗣,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]","[1. 病院との連携, 2. 診療所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,6|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,仲歯科医院,東伯郡北栄町由良宿１１４４−１,鳥取県東伯郡北栄町由良宿1144-1,,2023年1月17日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1381,個人,仲　秀典,仲　秀典,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[1. 往診（終日対応することができるものに限る）, 4. 在宅患者訪問診療, 21. 歯科訪問診療, 22. 訪問歯科衛生指導, 23. 歯科疾患在宅療養管理, ]","[1. 病院との連携, 2. 診療所との連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",2|-|-,-|-|-,-|-|-,3|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人　橋本歯科医院,東伯郡北栄町由良宿５５２−１０,鳥取県東伯郡北栄町由良宿552-10,,2023年1月10日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1382,個人,医療法人　橋本歯科医院,橋本　衆二郎,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[4. 在宅患者訪問診療, ]",[],2|-|-,-|-|-,-|-|-,3|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,石亀歯科医院,東伯郡琴浦町徳万４９１−７,鳥取県東伯郡琴浦町大字徳万491-7,,2023年1月5日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1383,個人,石亀裕通,石亀　裕通,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, 9. 在宅患者訪問看護・指導, 21. 歯科訪問診療, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,5|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,岡本歯科医院,東伯郡琴浦町大字浦安１０２－２,鳥取県東伯郡琴浦町大字浦安102-2,,2023年1月22日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1384,個人,医療法人岡本歯科医院　理事長　岡本貴史,岡本　貴史,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 21. 歯科訪問診療, ]",[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,ながれ歯科クリニック,鳥取県東伯郡琴浦町赤碕１８００−４０,鳥取県東伯郡琴浦町大字赤碕1800-40,,2023年4月26日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1385,個人,大月　一真,大月　一真,[],"[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,浜吉歯科クリニック,倉吉市清谷町1丁目１９３−２,鳥取県倉吉市清谷町一丁目193-2,,2023年1月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1386,個人,濱吉　淳一,濱吉　淳一,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 多機能トイレの設置, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 21. 歯科訪問診療, ]",[],1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,くにたけ歯科クリニック,鳥取県　東伯郡　琴浦町　八橋　７９−９,鳥取県東伯郡琴浦町大字八橋79-9,,2023年2月2日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1387,個人,國竹洋輔,國竹洋輔,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, 6. 摂食機能障害の治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 多機能トイレの設置, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, ]",[],2|-|-,-|-|-,-|-|-,5|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,船木歯科クリニック,鳥取県東伯郡琴浦町赤碕１０８７−９,鳥取県東伯郡琴浦町大字赤碕1087-9,,2023年1月10日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1388,個人,中久喜　健也,中久喜　健也,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,うつぶき歯科クリニック,倉吉市鍛冶町１丁目２９７１−５０,鳥取県倉吉市鍛冶町一丁目2971-50,,2023年1月5日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1389,個人,林　秀昭,林　秀昭,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]",[],1|-|-,-|-|-,-|-|-,5|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,たけ歯科医院,鳥取県倉吉市駄経寺町２丁目40-2,鳥取県倉吉市駄経寺町二丁目40-2,,2022年2月8日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1390,個人,山本　剛志,山本　剛志,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 1. 施設内における全面禁煙の実施, ]",[],"[1. 往診（終日対応することができるものに限る）, ]",[],-|-|-,-|-|-,-|-|-,-|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,桑本歯科,鳥取県東伯郡琴浦町保５２,鳥取県東伯郡琴浦町大字保52,,2020年7月15日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1391,個人,桑本　泉,桑本　泉,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,-|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,藤井政雄記念病院附属歯科クリニック,鳥取県倉吉市山根４３番地１,鳥取県倉吉市山根43-1,,2023年1月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1392,個人,社会医療法人　仁厚会　理事長　藤井一博,市来　浩司,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, 6. 摂食機能障害の治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 4. 顎骨骨折治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 2. 施設内の情報の表示, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 21. 歯科訪問診療, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, ]",3|-|-,-|-|-,-|-|-,5|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
